Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Gm14295	ENSMUSG00000078877	zf-C2H2	ENSMUSP00000119262;	100039123
Mus_musculus	Zfy1	ENSMUSG00000053211	zf-C2H2	ENSMUSP00000140600;ENSMUSP00000069364;	22767
Mus_musculus	Zfp438	ENSMUSG00000050945	zf-C2H2	ENSMUSP00000067049;	240186
Mus_musculus	Csrnp3	ENSMUSG00000044647	CSRNP_N	ENSMUSP00000055719;ENSMUSP00000135019;ENSMUSP00000117533;ENSMUSP00000135605;ENSMUSP00000108013;	77771
Mus_musculus	B020011L13Rik	ENSMUSG00000101303	zf-C2H2	ENSMUSP00000140211;	-
Mus_musculus	Nhlh1	ENSMUSG00000051251	bHLH	ENSMUSP00000057489;	18071
Mus_musculus	Batf2	ENSMUSG00000039699	TF_bZIP	ENSMUSP00000045744;	74481
Mus_musculus	Zfp788	ENSMUSG00000074165	zf-C2H2	ENSMUSP00000097847;ENSMUSP00000096108;ENSMUSP00000116050;ENSMUSP00000035499;ENSMUSP00000132848;	67607
Mus_musculus	Etv6	ENSMUSG00000030199	ETS	ENSMUSP00000107594;ENSMUSP00000079818;	14011
Mus_musculus	Zbtb12	ENSMUSG00000049823	ZBTB	ENSMUSP00000057515;ENSMUSP00000057515;	193736
Mus_musculus	Zfp691	ENSMUSG00000045268	zf-C2H2	ENSMUSP00000053013;ENSMUSP00000101962;ENSMUSP00000136119;	195522
Mus_musculus	Helt	ENSMUSG00000047171	bHLH	ENSMUSP00000147465;ENSMUSP00000054823;	234219
Mus_musculus	Hmgb4	ENSMUSG00000048686	HMG	ENSMUSP00000059625;	69317
Mus_musculus	Zfp780b	ENSMUSG00000063047	zf-C2H2	ENSMUSP00000146224;ENSMUSP00000080324;	338354
Mus_musculus	Rfx1	ENSMUSG00000031706	RFX	ENSMUSP00000147677;ENSMUSP00000005600;	19724
Mus_musculus	Hoxd4	ENSMUSG00000101174	Homeobox	ENSMUSP00000107611;	-
Mus_musculus	Plagl1	ENSMUSG00000019817	zf-C2H2	ENSMUSP00000112847;ENSMUSP00000112889;ENSMUSP00000113710;ENSMUSP00000117321;ENSMUSP00000141514;	22634
Mus_musculus	Zfp40	ENSMUSG00000002617	zf-C2H2	ENSMUSP00000039794;ENSMUSP00000121359;ENSMUSP00000128758;	22700
Mus_musculus	Nkx1-1	ENSMUSG00000029112	Homeobox	ENSMUSP00000133620;	672284
Mus_musculus	Zbtb11	ENSMUSG00000022601	ZBTB	ENSMUSP00000056923;ENSMUSP00000056923;	271377
Mus_musculus	Zfp248	ENSMUSG00000030145	zf-C2H2	ENSMUSP00000124539;ENSMUSP00000068807;	72720
Mus_musculus	Zfp619	ENSMUSG00000068959	zf-C2H2	ENSMUSP00000103650;	70227
Mus_musculus	Hoxa9	ENSMUSG00000038227	Homeobox	ENSMUSP00000046939;	15405
Mus_musculus	Rorc	ENSMUSG00000028150	THR-like	ENSMUSP00000143610;ENSMUSP00000143763;ENSMUSP00000029795;	19885
Mus_musculus	Pdx1	ENSMUSG00000029644	Homeobox	ENSMUSP00000082729;	18609
Mus_musculus	Onecut2	ENSMUSG00000045991	CUT	ENSMUSP00000135692;ENSMUSP00000110798;	225631
Mus_musculus	Zfp879	ENSMUSG00000044296	zf-C2H2	ENSMUSP00000104762;ENSMUSP00000061782;ENSMUSP00000104761;	214779
Mus_musculus	Dmbx1	ENSMUSG00000028707	Homeobox	ENSMUSP00000134457;ENSMUSP00000081366;ENSMUSP00000120320;	140477
Mus_musculus	Neurod1	ENSMUSG00000034701	bHLH	ENSMUSP00000040364;	18012
Mus_musculus	Wt1	ENSMUSG00000016458	zf-C2H2	ENSMUSP00000120054;ENSMUSP00000150563;ENSMUSP00000120702;ENSMUSP00000106728;ENSMUSP00000123592;ENSMUSP00000117891;ENSMUSP00000106727;	22431
Mus_musculus	E2f7	ENSMUSG00000020185	E2F	ENSMUSP00000133494;ENSMUSP00000134039;ENSMUSP00000073453;	52679
Mus_musculus	Zfhx3	ENSMUSG00000038872	Homeobox	ENSMUSP00000152353;ENSMUSP00000044612;	11906
Mus_musculus	Isl1	ENSMUSG00000042258	Homeobox	ENSMUSP00000135567;ENSMUSP00000044879;	16392
Mus_musculus	Bcl11a	ENSMUSG00000000861	zf-C2H2	ENSMUSP00000105140;ENSMUSP00000000881;	14025
Mus_musculus	Foxd1	ENSMUSG00000078302	Fork_head	ENSMUSP00000100725;	15229
Mus_musculus	Gm20422	ENSMUSG00000092544	zf-C2H2	ENSMUSP00000123252;	-
Mus_musculus	Zfp810	ENSMUSG00000066829	zf-C2H2	ENSMUSP00000083459;	235050
Mus_musculus	Pou5f1	ENSMUSG00000024406	Pou	ENSMUSP00000134493;ENSMUSP00000134729;ENSMUSP00000134654;ENSMUSP00000025271;ENSMUSP00000133633;ENSMUSP00000134060;	18999
Mus_musculus	Zfp213	ENSMUSG00000071256	zf-C2H2	ENSMUSP00000093266;	449521
Mus_musculus	Gbx1	ENSMUSG00000067724	Homeobox	ENSMUSP00000085651;	231044
Mus_musculus	Zfp827	ENSMUSG00000071064	zf-C2H2	ENSMUSP00000119511;ENSMUSP00000085238;ENSMUSP00000120562;ENSMUSP00000120913;ENSMUSP00000096214;ENSMUSP00000113199;ENSMUSP00000114208;	622675
Mus_musculus	Zfp74	ENSMUSG00000059975	zf-C2H2	ENSMUSP00000032797;ENSMUSP00000103840;	72723
Mus_musculus	Zfp386	ENSMUSG00000042063	zf-C2H2	ENSMUSP00000073241;ENSMUSP00000138305;	56220
Mus_musculus	Zbed6	ENSMUSG00000102049	zf-BED	ENSMUSP00000140892;	667118
Mus_musculus	Zfp948	ENSMUSG00000067931	zf-C2H2	ENSMUSP00000086166;	381066
Mus_musculus	Zzz3	ENSMUSG00000039068	MYB	ENSMUSP00000101707;ENSMUSP00000101709;ENSMUSP00000087428;ENSMUSP00000143693;ENSMUSP00000101706;	108946
Mus_musculus	Tulp3	ENSMUSG00000001521	Tub	ENSMUSP00000001562;	22158
Mus_musculus	Foxb2	ENSMUSG00000056829	Fork_head	ENSMUSP00000072687;	14240
Mus_musculus	Mysm1	ENSMUSG00000062627	MYB	ENSMUSP00000075269;	320713
Mus_musculus	Zfp3	ENSMUSG00000043602	zf-C2H2	ENSMUSP00000054020;	193043
Mus_musculus	Hmga1b	ENSMUSG00000078249	HMGA	ENSMUSP00000100667;	111241
Mus_musculus	Zfp628	ENSMUSG00000074406	zf-C2H2	ENSMUSP00000112058;	232816
Mus_musculus	Pitx2	ENSMUSG00000028023	Homeobox	ENSMUSP00000133756;ENSMUSP00000134692;ENSMUSP00000101990;ENSMUSP00000047359;ENSMUSP00000139328;	18741
Mus_musculus	Zfp526	ENSMUSG00000046541	zf-C2H2	ENSMUSP00000053567;	210172
Mus_musculus	Rhox2b	ENSMUSG00000079638	Homeobox	ENSMUSP00000110845;	100039913
Mus_musculus	Elf5	ENSMUSG00000027186	ETS	ENSMUSP00000131940;ENSMUSP00000126941;ENSMUSP00000028609;ENSMUSP00000118565;	13711
Mus_musculus	Runx1	ENSMUSG00000022952	Runt	ENSMUSP00000109589;ENSMUSP00000023673;ENSMUSP00000131079;ENSMUSP00000139819;	12394
Mus_musculus	Zscan4-ps3	ENSMUSG00000109969	zf-C2H2	ENSMUSP00000147528;	-
Mus_musculus	Gm14124	ENSMUSG00000079008	zf-C2H2	ENSMUSP00000105548;	100216455
Mus_musculus	Hoxb8	ENSMUSG00000056648	Homeobox	ENSMUSP00000052496;ENSMUSP00000128136;ENSMUSP00000120351;	15416
Mus_musculus	Zfp93	ENSMUSG00000055305	zf-C2H2	ENSMUSP00000104077;ENSMUSP00000032696;	22755
Mus_musculus	Tbx5	ENSMUSG00000018263	T-box	ENSMUSP00000143828;ENSMUSP00000018407;ENSMUSP00000144418;	21388
Mus_musculus	Zscan2	ENSMUSG00000038797	zf-C2H2	ENSMUSP00000042321;ENSMUSP00000121143;	22691
Mus_musculus	Hivep3	ENSMUSG00000028634	zf-C2H2	ENSMUSP00000130249;ENSMUSP00000101914;	16656
Mus_musculus	Zfp345	ENSMUSG00000074731	zf-C2H2	ENSMUSP00000105540;	545471
Mus_musculus	Scrt2	ENSMUSG00000060257	zf-C2H2	ENSMUSP00000066280;	545474
Mus_musculus	Osr1	ENSMUSG00000048387	zf-C2H2	ENSMUSP00000055486;	23967
Mus_musculus	Zfp677	ENSMUSG00000062743	zf-C2H2	ENSMUSP00000052667;ENSMUSP00000125295;	210503
Mus_musculus	Barhl2	ENSMUSG00000034384	Homeobox	ENSMUSP00000084005;	104382
Mus_musculus	Nfatc3	ENSMUSG00000031902	RHD	ENSMUSP00000148551;ENSMUSP00000104931;ENSMUSP00000148556;	18021
Mus_musculus	Zfp951	ENSMUSG00000072774	zf-C2H2	ENSMUSP00000087350;ENSMUSP00000140625;	626391
Mus_musculus	Zscan20	ENSMUSG00000061894	zf-C2H2	ENSMUSP00000095487;	269585
Mus_musculus	CAAA01180111	ENSMUSG00000098810	zf-C2H2	ENSMUSP00000140164;ENSMUSP00000138993;ENSMUSP00000139321;ENSMUSP00000141114;	-
Mus_musculus	Patz1	ENSMUSG00000020453	ZBTB	ENSMUSP00000105670;ENSMUSP00000105670;ENSMUSP00000092043;ENSMUSP00000091103;ENSMUSP00000050684;	56218
Mus_musculus	Zfp174	ENSMUSG00000054939	zf-C2H2	ENSMUSP00000045805;	385674
Mus_musculus	Junb	ENSMUSG00000052837	TF_bZIP	ENSMUSP00000064680;	16477
Mus_musculus	Stat2	ENSMUSG00000040033	STAT	ENSMUSP00000082855;ENSMUSP00000100872;	20847
Mus_musculus	Ikzf3	ENSMUSG00000018168	zf-C2H2	ENSMUSP00000099430;	22780
Mus_musculus	Pparg	ENSMUSG00000000440	THR-like	ENSMUSP00000000450;ENSMUSP00000145525;ENSMUSP00000144975;ENSMUSP00000131962;	19016
Mus_musculus	Sp2	ENSMUSG00000018678	zf-C2H2	ENSMUSP00000103249;ENSMUSP00000051403;ENSMUSP00000103250;	78912
Mus_musculus	Nkx2-6	ENSMUSG00000044186	Homeobox	ENSMUSP00000049898;	18092
Mus_musculus	Nkx3-2	ENSMUSG00000049691	Homeobox	ENSMUSP00000051990;	12020
Mus_musculus	Meis1	ENSMUSG00000020160	Homeobox	ENSMUSP00000139219;ENSMUSP00000099942;ENSMUSP00000135726;ENSMUSP00000069277;ENSMUSP00000134969;	17268
Mus_musculus	Zfp367	ENSMUSG00000044934	zf-C2H2	ENSMUSP00000050854;ENSMUSP00000113331;	238673
Mus_musculus	Foxk2	ENSMUSG00000039275	Fork_head	ENSMUSP00000101719;	68837
Mus_musculus	Zfp398	ENSMUSG00000062519	zf-C2H2	ENSMUSP00000110245;ENSMUSP00000078806;	272347
Mus_musculus	Zfp937	ENSMUSG00000060336	zf-C2H2	ENSMUSP00000073454;	245174
Mus_musculus	Xbp1	ENSMUSG00000020484	TF_bZIP	ENSMUSP00000135768;ENSMUSP00000134088;ENSMUSP00000054852;	22433
Mus_musculus	Zfp770	ENSMUSG00000040321	zf-C2H2	ENSMUSP00000052194;	228491
Mus_musculus	Sall4	ENSMUSG00000027547	zf-C2H2	ENSMUSP00000099363;ENSMUSP00000119628;ENSMUSP00000074556;ENSMUSP00000029061;	99377
Mus_musculus	Zim1	ENSMUSG00000002266	zf-C2H2	ENSMUSP00000145453;ENSMUSP00000002336;ENSMUSP00000113585;	22776
Mus_musculus	Zfp558	ENSMUSG00000074500	zf-C2H2	ENSMUSP00000132305;	72230
Mus_musculus	Tbr1	ENSMUSG00000035033	T-box	ENSMUSP00000099798;ENSMUSP00000046787;	21375
Mus_musculus	Otx2	ENSMUSG00000021848	TF_Otx	ENSMUSP00000122200;ENSMUSP00000112532;ENSMUSP00000113690;ENSMUSP00000113930;ENSMUSP00000123454;ENSMUSP00000154066;ENSMUSP00000116630;ENSMUSP00000154264;	18424
Mus_musculus	Tfap2a	ENSMUSG00000021359	AP-2	ENSMUSP00000153271;ENSMUSP00000153522;ENSMUSP00000153149;ENSMUSP00000153667;ENSMUSP00000021787;ENSMUSP00000105822;	21418
Mus_musculus	Fezf2	ENSMUSG00000021743	zf-C2H2	ENSMUSP00000153647;ENSMUSP00000153090;ENSMUSP00000022262;	54713
Mus_musculus	Zfp324	ENSMUSG00000004500	zf-C2H2	ENSMUSP00000041944;	243834
Mus_musculus	Hmx1	ENSMUSG00000067438	Homeobox	ENSMUSP00000084958;	15371
Mus_musculus	Zfp512	ENSMUSG00000062761	zf-C2H2	ENSMUSP00000143874;ENSMUSP00000075613;ENSMUSP00000144433;ENSMUSP00000143860;	269639
Mus_musculus	Zfp354a	ENSMUSG00000020364	zf-C2H2	ENSMUSP00000020628;ENSMUSP00000099827;ENSMUSP00000104747;ENSMUSP00000104750;	21408
Mus_musculus	E4f1	ENSMUSG00000024137	zf-C2H2	ENSMUSP00000153746;ENSMUSP00000062344;ENSMUSP00000154438;ENSMUSP00000154444;ENSMUSP00000154556;	13560
Mus_musculus	Hoxd12	ENSMUSG00000001823	Homeobox	ENSMUSP00000001878;	15432
Mus_musculus	Neurog2	ENSMUSG00000027967	bHLH	ENSMUSP00000029587;	11924
Mus_musculus	Zxdc	ENSMUSG00000034430	zf-C2H2	ENSMUSP00000036329;ENSMUSP00000074619;ENSMUSP00000109167;	80292
Mus_musculus	Snapc4	ENSMUSG00000036281	MYB	ENSMUSP00000041767;ENSMUSP00000109750;ENSMUSP00000122456;	227644
Mus_musculus	Rel	ENSMUSG00000020275	RHD	ENSMUSP00000099928;	19696
Mus_musculus	Terf2	ENSMUSG00000031921	MYB	ENSMUSP00000068948;ENSMUSP00000065586;ENSMUSP00000118759;	21750
Mus_musculus	Zfp639	ENSMUSG00000027667	zf-C2H2	ENSMUSP00000141341;ENSMUSP00000029203;ENSMUSP00000141446;	67778
Mus_musculus	Cbfb	ENSMUSG00000031885	CBF	ENSMUSP00000105022;ENSMUSP00000105021;ENSMUSP00000105019;ENSMUSP00000059382;	12400
Mus_musculus	Vsx2	ENSMUSG00000021239	Homeobox	ENSMUSP00000021665;ENSMUSP00000131009;	12677
Mus_musculus	Nfe2	ENSMUSG00000058794	TF_bZIP	ENSMUSP00000121817;ENSMUSP00000117474;ENSMUSP00000074684;ENSMUSP00000114160;ENSMUSP00000122476;	18022
Mus_musculus	Dbp	ENSMUSG00000059824	TF_bZIP	ENSMUSP00000079693;ENSMUSP00000147355;ENSMUSP00000147790;	13170
Mus_musculus	Zfp629	ENSMUSG00000045639	zf-C2H2	ENSMUSP00000113903;ENSMUSP00000053760;ENSMUSP00000081612;ENSMUSP00000116375;ENSMUSP00000114772;	320683
Mus_musculus	Zbtb33	ENSMUSG00000048047	ZBTB	ENSMUSP00000118993;ENSMUSP00000118993;ENSMUSP00000110795;ENSMUSP00000110795;ENSMUSP00000049983;	56805
Mus_musculus	Rfx7	ENSMUSG00000037674	RFX	ENSMUSP00000139195;ENSMUSP00000091338;ENSMUSP00000127192;ENSMUSP00000138957;	319758
Mus_musculus	Mesp1	ENSMUSG00000030544	bHLH	ENSMUSP00000032760;	17292
Mus_musculus	Dnajc2	ENSMUSG00000029014	MYB	ENSMUSP00000110847;ENSMUSP00000110849;ENSMUSP00000030771;	22791
Mus_musculus	Twist1	ENSMUSG00000035799	bHLH	ENSMUSP00000040089;	22160
Mus_musculus	Pou3f2	ENSMUSG00000095139	Pou	ENSMUSP00000136147;	18992
Mus_musculus	Six1	ENSMUSG00000051367	Homeobox	ENSMUSP00000059026;	20471
Mus_musculus	Zfp820	ENSMUSG00000069743	zf-C2H2	ENSMUSP00000081158;	75424
Mus_musculus	Zkscan3	ENSMUSG00000021327	zf-C2H2	ENSMUSP00000068424;ENSMUSP00000153241;ENSMUSP00000112135;	72739
Mus_musculus	Sox8	ENSMUSG00000024176	HMG	ENSMUSP00000133403;ENSMUSP00000133742;ENSMUSP00000025003;	20681
Mus_musculus	Zfp12	ENSMUSG00000029587	zf-C2H2	ENSMUSP00000032591;ENSMUSP00000076693;	231866
Mus_musculus	Neurog3	ENSMUSG00000044312	bHLH	ENSMUSP00000054054;ENSMUSP00000151551;	11925
Mus_musculus	Lhx4	ENSMUSG00000026468	Homeobox	ENSMUSP00000027740;ENSMUSP00000141662;	16872
Mus_musculus	Ehf	ENSMUSG00000012350	ETS	ENSMUSP00000106807;ENSMUSP00000106805;ENSMUSP00000087961;	13661
Mus_musculus	Zfp607a	ENSMUSG00000020420	zf-C2H2	ENSMUSP00000146261;ENSMUSP00000051496;ENSMUSP00000146006;	545938
Mus_musculus	Zfp532	ENSMUSG00000042439	zf-C2H2	ENSMUSP00000129390;ENSMUSP00000138315;ENSMUSP00000138663;ENSMUSP00000036582;	328977
Mus_musculus	Tbx4	ENSMUSG00000000094	T-box	ENSMUSP00000103682;ENSMUSP00000103680;ENSMUSP00000000096;	21387
Mus_musculus	Gm32687	ENSMUSG00000112640	zf-C2H2	ENSMUSP00000151266;	102635315
Mus_musculus	Zfp119a	ENSMUSG00000057835	zf-C2H2	ENSMUSP00000078587;	104349
Mus_musculus	Tfcp2	ENSMUSG00000009733	CP2	ENSMUSP00000155581;ENSMUSP00000009877;ENSMUSP00000155770;ENSMUSP00000155683;	21422
Mus_musculus	Klf8	ENSMUSG00000041649	zf-C2H2	ENSMUSP00000044317;ENSMUSP00000108193;	245671
Mus_musculus	Arid1b	ENSMUSG00000069729	ARID	ENSMUSP00000090398;ENSMUSP00000111463;ENSMUSP00000111465;	239985
Mus_musculus	Gatad1	ENSMUSG00000007415	zf-GATA	ENSMUSP00000113271;ENSMUSP00000007559;	67210
Mus_musculus	Dlx1	ENSMUSG00000041911	Homeobox	ENSMUSP00000042413;	13390
Mus_musculus	Foxf2	ENSMUSG00000038402	Fork_head	ENSMUSP00000046789;	14238
Mus_musculus	Etv5	ENSMUSG00000013089	ETS	ENSMUSP00000078551;ENSMUSP00000131791;	104156
Mus_musculus	Pias1	ENSMUSG00000032405	zf-MIZ	ENSMUSP00000150834;ENSMUSP00000096248;	56469
Mus_musculus	Zfp738	ENSMUSG00000048280	zf-C2H2	ENSMUSP00000121275;ENSMUSP00000135050;	408068
Mus_musculus	Zfp568	ENSMUSG00000074221	zf-C2H2	ENSMUSP00000073930;ENSMUSP00000118823;ENSMUSP00000137438;ENSMUSP00000118387;	243905
Mus_musculus	Tgif2lx2	ENSMUSG00000100194	Homeobox	ENSMUSP00000072333;	100039551
Mus_musculus	Fosl1	ENSMUSG00000024912	TF_bZIP	ENSMUSP00000025850;	14283
Mus_musculus	Hsf4	ENSMUSG00000033249	HSF	ENSMUSP00000048904;ENSMUSP00000134206;ENSMUSP00000134213;ENSMUSP00000134477;ENSMUSP00000133532;	26386
Mus_musculus	Hoxa7	ENSMUSG00000038236	Homeobox	ENSMUSP00000048648;	15404
Mus_musculus	Sohlh1	ENSMUSG00000059625	bHLH	ENSMUSP00000076253;	227631
Mus_musculus	Myb	ENSMUSG00000019982	MYB	ENSMUSP00000139699;ENSMUSP00000020158;	17863
Mus_musculus	Hsfy2	ENSMUSG00000045336	HSF	ENSMUSP00000049715;	71066
Mus_musculus	Zscan4c	ENSMUSG00000054272	zf-C2H2	ENSMUSP00000118506;	245109
Mus_musculus	2610021A01Rik	ENSMUSG00000091474	zf-C2H2	ENSMUSP00000127760;	668572
Mus_musculus	Rhox3f	ENSMUSG00000095510	Homeobox	ENSMUSP00000138833;ENSMUSP00000110826;	621852
Mus_musculus	Klf17	ENSMUSG00000048626	zf-C2H2	ENSMUSP00000052316;	75753
Mus_musculus	Gm6710	ENSMUSG00000078887	zf-C2H2	ENSMUSP00000104640;	626832
Mus_musculus	Zfp981	ENSMUSG00000056300	zf-C2H2	ENSMUSP00000101361;ENSMUSP00000136739;	100041433
Mus_musculus	Arid4a	ENSMUSG00000048118	ARID	ENSMUSP00000121319;ENSMUSP00000035512;	238247
Mus_musculus	Hoxd9	ENSMUSG00000043342	Homeobox	ENSMUSP00000058490;	15438
Mus_musculus	Zbtb6	ENSMUSG00000066798	ZBTB	ENSMUSP00000108554;ENSMUSP00000108554;ENSMUSP00000056100;	241322
Mus_musculus	Rhox3a2	ENSMUSG00000095601	Homeobox	ENSMUSP00000094198;ENSMUSP00000139330;	100861623
Mus_musculus	Rhox4d	ENSMUSG00000079633	Homeobox	ENSMUSP00000110829;	664610
Mus_musculus	Zfp934	ENSMUSG00000074865	zf-C2H2	ENSMUSP00000152492;ENSMUSP00000080837;ENSMUSP00000099083;	77117
Mus_musculus	Zhx1	ENSMUSG00000022361	Homeobox	ENSMUSP00000066201;ENSMUSP00000105797;ENSMUSP00000134844;ENSMUSP00000135230;	22770
Mus_musculus	Zfp53	ENSMUSG00000057409	zf-C2H2	ENSMUSP00000075960;	24132
Mus_musculus	Zfp715	ENSMUSG00000012640	zf-C2H2	ENSMUSP00000103620;ENSMUSP00000012796;ENSMUSP00000040282;	69930
Mus_musculus	Hoxa2	ENSMUSG00000014704	Homeobox	ENSMUSP00000014848;	15399
Mus_musculus	Plag1	ENSMUSG00000003282	zf-C2H2	ENSMUSP00000003369;	56711
Mus_musculus	2700081O15Rik	ENSMUSG00000053080	zf-BED	ENSMUSP00000139847;ENSMUSP00000123773;	108899
Mus_musculus	Zmat3	ENSMUSG00000027663	zf-C2H2	ENSMUSP00000029199;ENSMUSP00000131317;	22401
Mus_musculus	Zfp965	ENSMUSG00000078896	zf-C2H2	ENSMUSP00000104630;	100503949
Mus_musculus	Foxn4	ENSMUSG00000042002	Fork_head	ENSMUSP00000047951;	116810
Mus_musculus	Zfp423	ENSMUSG00000045333	zf-C2H2	ENSMUSP00000129724;ENSMUSP00000052379;ENSMUSP00000134103;ENSMUSP00000105282;ENSMUSP00000134575;	94187
Mus_musculus	Zfp300	ENSMUSG00000031079	zf-C2H2	ENSMUSP00000046514;	245368
Mus_musculus	Gfi1	ENSMUSG00000029275	zf-C2H2	ENSMUSP00000135884;ENSMUSP00000135039;ENSMUSP00000137229;	14581
Mus_musculus	BC025920	ENSMUSG00000074862	zf-C2H2	ENSMUSP00000113471;ENSMUSP00000113598;ENSMUSP00000113938;ENSMUSP00000097041;	268319
Mus_musculus	Bhlha9	ENSMUSG00000044243	bHLH	ENSMUSP00000050516;	320522
Mus_musculus	Tfeb	ENSMUSG00000023990	bHLH	ENSMUSP00000108913;ENSMUSP00000108909;ENSMUSP00000084151;ENSMUSP00000024786;ENSMUSP00000120311;	21425
Mus_musculus	Zic1	ENSMUSG00000032368	zf-C2H2	ENSMUSP00000034927;ENSMUSP00000068858;	22771
Mus_musculus	Obox1	ENSMUSG00000054310	Homeobox	ENSMUSP00000134043;ENSMUSP00000133496;ENSMUSP00000134688;ENSMUSP00000067691;ENSMUSP00000133504;ENSMUSP00000138010;	71468
Mus_musculus	Zfp358	ENSMUSG00000047264	zf-C2H2	ENSMUSP00000146953;ENSMUSP00000060344;	140482
Mus_musculus	Gm4981	ENSMUSG00000106919	Homeobox	ENSMUSP00000144091;	-
Mus_musculus	Hsf5	ENSMUSG00000070345	HSF	ENSMUSP00000091488;	327992
Mus_musculus	Hoxa3	ENSMUSG00000079560	Homeobox	ENSMUSP00000110077;	15400
Mus_musculus	Pax2	ENSMUSG00000004231	PAX	ENSMUSP00000134661;ENSMUSP00000134311;ENSMUSP00000004340;	18504
Mus_musculus	Jdp2	ENSMUSG00000034271	TF_bZIP	ENSMUSP00000136823;ENSMUSP00000059724;ENSMUSP00000129985;	81703
Mus_musculus	Cebpb	ENSMUSG00000056501	TF_bZIP	ENSMUSP00000069850;	12608
Mus_musculus	Rhox7b	ENSMUSG00000079626	Homeobox	ENSMUSP00000110809;	-
Mus_musculus	Arid3c	ENSMUSG00000066224	ARID	ENSMUSP00000081748;ENSMUSP00000116411;ENSMUSP00000127678;	550619
Mus_musculus	Rora	ENSMUSG00000032238	THR-like	ENSMUSP00000109254;ENSMUSP00000034766;	19883
Mus_musculus	Atf1	ENSMUSG00000023027	TF_bZIP	ENSMUSP00000023769;	11908
Mus_musculus	Ttf1	ENSMUSG00000026803	MYB	ENSMUSP00000097809;	22130
Mus_musculus	Rslcan18	ENSMUSG00000074824	zf-C2H2	ENSMUSP00000089111;	432770
Mus_musculus	Zfp979	ENSMUSG00000066000	zf-C2H2	ENSMUSP00000101345;ENSMUSP00000038153;	112422
Mus_musculus	Aire	ENSMUSG00000000731	SAND	ENSMUSP00000121477;ENSMUSP00000122659;ENSMUSP00000117094;ENSMUSP00000122190;ENSMUSP00000101035;ENSMUSP00000123678;ENSMUSP00000118317;ENSMUSP00000115162;ENSMUSP00000019257;ENSMUSP00000101034;ENSMUSP00000120150;ENSMUSP00000114904;	11634
Mus_musculus	Nsd2	ENSMUSG00000057406	HMG	ENSMUSP00000058940;ENSMUSP00000110041;ENSMUSP00000067205;ENSMUSP00000110039;ENSMUSP00000122310;ENSMUSP00000123460;ENSMUSP00000117233;ENSMUSP00000075210;	107823
Mus_musculus	Zfp954	ENSMUSG00000062116	zf-C2H2	ENSMUSP00000072585;	232853
Mus_musculus	Zfp354c	ENSMUSG00000044807	zf-C2H2	ENSMUSP00000104763;ENSMUSP00000000632;	30944
Mus_musculus	Gm29106	ENSMUSG00000102030	zf-C2H2	ENSMUSP00000141137;	-
Mus_musculus	Irf7	ENSMUSG00000025498	IRF	ENSMUSP00000095565;ENSMUSP00000101644;ENSMUSP00000121026;ENSMUSP00000026571;ENSMUSP00000147529;	54123
Mus_musculus	Gm19965	ENSMUSG00000094429	zf-C2H2	ENSMUSP00000137019;	-
Mus_musculus	Zfp599	ENSMUSG00000062794	zf-C2H2	ENSMUSP00000083462;	235048
Mus_musculus	Zfp735	ENSMUSG00000060630	zf-C2H2	ENSMUSP00000079269;	76390
Mus_musculus	Thap3	ENSMUSG00000039759	THAP	ENSMUSP00000101290;ENSMUSP00000035240;	69876
Mus_musculus	Hesx1	ENSMUSG00000040726	Homeobox	ENSMUSP00000152952;ENSMUSP00000041999;	15209
Mus_musculus	Trp73	ENSMUSG00000029026	P53	ENSMUSP00000101268;ENSMUSP00000114736;ENSMUSP00000134196;ENSMUSP00000095368;ENSMUSP00000135281;ENSMUSP00000114418;ENSMUSP00000101269;	22062
Mus_musculus	Zfp446	ENSMUSG00000033961	zf-C2H2	ENSMUSP00000104177;ENSMUSP00000039073;ENSMUSP00000104176;	269870
Mus_musculus	Zfp971	ENSMUSG00000074519	zf-C2H2	ENSMUSP00000104554;	626848
Mus_musculus	Zfp930	ENSMUSG00000059897	zf-C2H2	ENSMUSP00000105845;ENSMUSP00000148587;	234358
Mus_musculus	Snai1	ENSMUSG00000042821	zf-C2H2	ENSMUSP00000050581;	20613
Mus_musculus	Vax1	ENSMUSG00000006270	Homeobox	ENSMUSP00000134642;	22326
Mus_musculus	Msgn1	ENSMUSG00000047002	bHLH	ENSMUSP00000055001;	56184
Mus_musculus	Mecom	ENSMUSG00000027684	zf-C2H2	ENSMUSP00000134278;ENSMUSP00000133310;ENSMUSP00000133410;ENSMUSP00000134117;ENSMUSP00000103905;ENSMUSP00000134626;ENSMUSP00000128563;ENSMUSP00000103906;ENSMUSP00000134303;	14013
Mus_musculus	Onecut1	ENSMUSG00000043013	CUT	ENSMUSP00000058020;	15379
Mus_musculus	Mta1	ENSMUSG00000021144	zf-GATA	ENSMUSP00000064338;ENSMUSP00000105349;ENSMUSP00000009099;ENSMUSP00000105345;ENSMUSP00000105348;	116870
Mus_musculus	Sall3	ENSMUSG00000024565	zf-C2H2	ENSMUSP00000056967;	20689
Mus_musculus	Zfp708	ENSMUSG00000058883	zf-C2H2	ENSMUSP00000105364;ENSMUSP00000139928;ENSMUSP00000105365;	432769
Mus_musculus	Smad9	ENSMUSG00000027796	MH1	ENSMUSP00000029371;	55994
